year,date_,location,point_x,point_y
2023,2023-06-13 00:00:00+00,1600 BLOCK FOULKROD ST,-75.08260542,40.01786838
2023,2023-06-13 00:00:00+00,1300 BLOCK FILLMORE ST,-75.08670002,40.020949
2023,2023-06-13 00:00:00+00,3000 BLOCK GERMANTOWN AVE,-75.14712398,39.99877017
2023,2023-06-13 00:00:00+00,4700 BLOCK BALTIMORE AVE,-75.21752895,39.94851509
2023,2023-06-13 00:00:00+00,4900 BLOCK FRANKFORD AVE,-75.08103272,40.01975685
2023,2023-06-14 00:00:00+00,1300 BLOCK W LEHIGH AVE,-75.15248734,39.99375386
2023,2023-06-14 00:00:00+00,100 BLOCK E ALBANUS ST,-75.12257213,40.02667344
2023,2023-06-14 00:00:00+00,100 BLOCK E ALBANUS ST,-75.12257213,40.02667344
2023,2023-06-14 00:00:00+00,2200 BLOCK CECIL B MOORE AVE,-75.17237452,39.98061496
2023,2023-06-14 00:00:00+00,1600 BLOCK BRIDGE ST,-75.07681898,40.02322229
2023,2023-06-15 00:00:00+00,5200 BLOCK MARKET ST,-75.22546823,39.96016219
2023,2023-06-15 00:00:00+00,4700 BLOCK FRANKFORD AVE,-75.08385959,40.01685754
2023,2023-06-15 00:00:00+00,2200 BLOCK S FELTON ST,-75.23111394,39.92775782
2023,2023-06-15 00:00:00+00,400 BLOCK W INDIANA AVE,-75.13881479,39.99665404
2023,2023-06-15 00:00:00+00,400 BLOCK W INDIANA AVE,-75.13881479,39.99665404
2023,2023-06-15 00:00:00+00,3800 BLOCK N 7TH ST,-75.14014873,40.00947573
2023,2023-06-16 00:00:00+00,400 BLOCK W TABOR RD,-75.12918452,40.03412798
2023,2023-06-16 00:00:00+00,300 BLOCK WEYMOUTH ST,-75.11723088,39.9959758
2023,2023-06-16 00:00:00+00,300 BLOCK S 40TH ST,-75.20313025,39.95118592
2023,2023-06-17 00:00:00+00,3100 BLOCK POTTER ST,-75.11564618,39.9958362
2023,2023-06-17 00:00:00+00,1700 BLOCK S RINGGOLD ST,-75.18551582,39.93127976
2023,2023-06-17 00:00:00+00,1700 BLOCK S RINGGOLD ST,-75.18551582,39.93127976
2023,2023-06-17 00:00:00+00,1700 BLOCK S RINGGOLD ST,-75.18551582,39.93127976
2023,2023-06-17 00:00:00+00,1700 BLOCK S RINGGOLD ST,-75.18551582,39.93127976
2023,2023-06-17 00:00:00+00,1700 BLOCK S RINGGOLD ST,-75.18551582,39.93127976
2023,2023-06-17 00:00:00+00,3800 BLOCK N SMEDLEY ST,-75.15482701,40.01185005
2023,2023-06-17 00:00:00+00,200 BLOCK N 63RD ST,-75.24596343,39.967035
2023,2023-06-18 00:00:00+00,7500 BLOCK STENTON AVE,-75.16806885,40.06108251
2023,2023-06-18 00:00:00+00,700 BLOCK E HILTON ST,-75.11715733,39.99746819
2023,2023-06-18 00:00:00+00,600 BLOCK FRANKLIN ST,-75.15059924,39.96283644
2023,2023-06-18 00:00:00+00,600 BLOCK FRANKLIN ST,-75.15059924,39.96283644
2023,2023-06-18 00:00:00+00,600 BLOCK FRANKLIN ST,-75.15059924,39.96283644
2023,2023-06-19 00:00:00+00,1700 BLOCK N 29TH ST,-75.18148149,39.98259714
2023,2023-06-19 00:00:00+00,1700 BLOCK N 29TH ST,-75.18148149,39.98259714
2023,2023-06-19 00:00:00+00,2200 BLOCK AMBER ST,-75.13080788,39.98134645
2023,2023-06-19 00:00:00+00,1700 BLOCK COBBS CREEK PARKWAY,-75.23467976,39.93584728
2023,2023-06-19 00:00:00+00,500 BLOCK MCCLELLAN ST,-75.15437555,39.92568353
2023,2023-06-19 00:00:00+00,2700 BLOCK KENSINGTON AVE,-75.12293103,39.9911775
2023,2023-06-19 00:00:00+00,200 BLOCK W HUNTING PARK AVE,-75.13024456,40.01494229
2023,2023-06-19 00:00:00+00,500 BLOCK S FRONT ST,-75.14396561,39.94168772
2023,2023-06-19 00:00:00+00,900 BLOCK RENO PL,-75.1521034,39.96646724
2023,2023-06-19 00:00:00+00,900 BLOCK RENO PL,-75.1521034,39.96646724
2023,2023-06-19 00:00:00+00,500 BLOCK S 54TH ST,-75.23046458,39.9517061
2023,2023-06-20 00:00:00+00,5200 BLOCK WALNUT ST,-75.22679018,39.95706089
2023,2023-06-20 00:00:00+00,5200 BLOCK WALNUT ST,-75.22679018,39.95706089
2023,2023-06-20 00:00:00+00,5500 BLOCK MEDIA ST,-75.23308922,39.97518509
2023,2023-06-20 00:00:00+00,100 BLOCK W CAMBRIA ST,-75.13064116,39.99401024
2023,2023-06-21 00:00:00+00,4700 BLOCK LOCUST ST,-75.21593711,39.95458934
2023,2023-06-21 00:00:00+00,6700 BLOCK WOODLAND AVE,-75.23723277,39.92362644
2023,2023-06-21 00:00:00+00,1100 BLOCK W WINGOHOCKING ST,-75.14457806,40.02102188
2023,2023-06-21 00:00:00+00,5700 BLOCK OXFORD AVE,-75.08510136,40.03310096
2023,2023-06-21 00:00:00+00,6000 BLOCK REGENT ST,-75.23232909,39.93247409
2023,2023-06-21 00:00:00+00,400 BLOCK N WANAMAKER ST,-75.23621413,39.96794235
2023,2023-06-21 00:00:00+00,400 BLOCK N WANAMAKER ST,-75.23621413,39.96794235
2023,2023-06-21 00:00:00+00,2300 BLOCK BAMBREY TER,-75.18908365,39.92386282
2023,2023-06-21 00:00:00+00,2300 BLOCK BAMBREY TER,-75.18908365,39.92386282
2023,2023-06-22 00:00:00+00,6100 BLOCK WOODLAND AVE,-75.22951271,39.92889033
2023,2023-06-22 00:00:00+00,700 BLOCK E LOCUST AVE,-75.16314183,40.04381366
2023,2023-06-22 00:00:00+00,700 BLOCK E LOCUST AVE,-75.16314183,40.04381366
2023,2023-06-22 00:00:00+00,700 BLOCK E LOCUST AVE,-75.16314183,40.04381366
2023,2023-06-22 00:00:00+00,2100 BLOCK VENANGO ST,-75.10010104,39.99681573
2023,2023-06-22 00:00:00+00,2100 BLOCK VENANGO ST,-75.10010104,39.99681573
2023,2023-06-22 00:00:00+00,2100 BLOCK VENANGO ST,-75.10010104,39.99681573
2023,2023-06-23 00:00:00+00,500 BLOCK N 63RD ST,-75.24499415,39.9706419
2023,2023-06-23 00:00:00+00,5900 BLOCK CASTOR AVE,-75.08336719,40.03341075
2023,2023-06-23 00:00:00+00,6400 BLOCK GREENWAY AVE,-75.2343639,39.9275
2023,2023-06-23 00:00:00+00,200 BLOCK E ONTARION ST,-75.12591006,40.00110926
2023,2023-06-23 00:00:00+00,2800 BLOCK ROSEHILL ST,-75.12525175,39.99182448
2023,2023-06-24 00:00:00+00,6100 BLOCK N BROAD ST,-75.14222764,40.04664606
2023,2023-06-24 00:00:00+00,1800 BLOCK E WILLARD ST,-75.11154115,39.99743821
2023,2023-06-24 00:00:00+00,1800 BLOCK E WILLARD ST,-75.11154115,39.99743821
2023,2023-06-24 00:00:00+00,6100 BLOCK PASSYUNK AVE,-75.20875812,39.91828338
2023,2023-06-24 00:00:00+00,6100 BLOCK PASSYUNK AVE,-75.20875812,39.91828338
2023,2023-06-24 00:00:00+00,100 BLOCK E ERIE AVE,-75.12546214,40.00740679
2023,2023-06-24 00:00:00+00,2200 BLOCK KELLY DRIVE,-75.19497392,39.9920685
2023,2023-06-24 00:00:00+00,1400 BLOCK W GIRARD AVE,-75.15950657,39.97147054
2023,2023-06-24 00:00:00+00,1400 BLOCK W GIRARD AVE,-75.15950657,39.97147054
2023,2023-06-25 00:00:00+00,2700 BLOCK N DOVER ST,-75.17790708,39.99748901
2023,2023-06-25 00:00:00+00,2700 BLOCK N DOVER ST,-75.17790708,39.99748901
2023,2023-06-25 00:00:00+00,2000 BLOCK CASTOR AVE,-75.09952986,39.99993674
2023,2023-06-25 00:00:00+00,1500 BLOCK E CHELTENHAM AVE,-75.08056999,40.02966573
2023,2023-06-25 00:00:00+00,1800 BLOCK BELMONT MANSION DR,-75.21422045,39.9899454
2023,2023-06-25 00:00:00+00,1800 BLOCK BELMONT MANSION DR,-75.21422045,39.9899454
2023,2023-06-26 00:00:00+00,200 BLOCK N HORTON ST,-75.24350308,39.96643721
2023,2023-06-26 00:00:00+00,2100 BLOCK W DAUPHIN ST,-75.1675751,39.9893783
2023,2023-06-26 00:00:00+00,3100 BLOCK G ST,-75.11562296,39.99615975
2023,2023-06-26 00:00:00+00,3100 BLOCK G ST,-75.11562296,39.99615975
2023,2023-06-26 00:00:00+00,3400 BLOCK N BROAD ST,-75.15192012,40.00539337
2023,2023-06-26 00:00:00+00,5500 BLOCK HILL CREEK DR,-75.10992178,40.03735534
2023,2023-06-27 00:00:00+00,3100 BLOCK STILLMAN ST,-75.17117887,40.00356493
2023,2023-06-27 00:00:00+00,300 BLOCK E CLARKSON AVE,-75.11773274,40.03320653
2023,2023-06-27 00:00:00+00,2100 BLOCK N CAMBRIA ST,-75.16581607,39.99812654
2023,2023-06-28 00:00:00+00,7300 BLOCK TORRESDALE AVE,-75.03437708,40.03051763
2023,2023-06-28 00:00:00+00,1600 BLOCK W SUSQUEHANNA AVE,-75.15959591,39.98668083
2023,2023-06-29 00:00:00+00,6000 BLOCK PINE ST,-75.24251026,39.95560277
2023,2023-06-29 00:00:00+00,6600 BLOCK TORRESDALE AVE APT 1,-75.04794979,40.0238135
2023,2023-06-29 00:00:00+00,1100 BLOCK W LOUDEN ST,-75.14289222,40.02550673
2023,2023-06-30 00:00:00+00,1400 BLOCK S 19TH ST,-75.17596047,39.933005
2023,2023-07-01 00:00:00+00,4300 BLOCK WYALUSING AVE,-75.21107217,39.97133385
2023,2023-07-01 00:00:00+00,5100 BLOCK ARCH ST,-75.223864,39.96153799
2023,2023-07-01 00:00:00+00,3200 BLOCK W NORRIS ST,-75.18572897,39.98691532
2023,2023-07-01 00:00:00+00,2300 BLOCK RIDGE AVE,-75.1730761,39.98099586
2023,2023-07-01 00:00:00+00,3900 BLOCK FRANKFORD AVE,-75.09435859,40.00383478
2023,2023-07-01 00:00:00+00,1500 BLOCK S BAILEY ST,-75.18872177,39.93352177
2023,2023-07-01 00:00:00+00,7800 BLOCK THOURON ST,-75.16552868,40.06941243
2023,2023-07-01 00:00:00+00,1000 BLOCK FOULKROD ST,-75.09165308,40.02294237
2023,2023-07-02 00:00:00+00,300 BLOCK S 58TH ST,-75.23795801,39.95572362
2023,2023-07-02 00:00:00+00,2800 BLOCK N 17TH ST,-75.15563523,40.01285622
2023,2023-07-02 00:00:00+00,800 BLOCK SPRING GARDEN ST,-75.15212542,39.96142386
2023,2023-07-02 00:00:00+00,400 BLOCK N 52ND ST,-75.22501542,39.9679102
2023,2023-07-02 00:00:00+00,1300 BLOCK KATER ST,-75.16414756,39.94302439
2023,2023-07-02 00:00:00+00,2800 BLOCK W HAGERT ST,-75.17320398,39.99240928
2023,2023-07-02 00:00:00+00,2800 BLOCK W HAGERT ST,-75.17320398,39.99240928
2023,2023-07-02 00:00:00+00,2800 BLOCK W HAGERT ST,-75.17320398,39.99240928
2023,2023-07-03 00:00:00+00,1800 BLOCK N ETTING ST,-75.17907205,39.98302443
2023,2023-07-03 00:00:00+00,1300 BLOCK ARROTT ST,-75.08637833,40.01794902
2023,2023-07-03 00:00:00+00,5600 BLOCK CHEW AVE,-75.16441843,40.04516029
2023,2023-07-03 00:00:00+00,5600 BLOCK CHEW AVE,-75.16441843,40.04516029
2023,2023-07-03 00:00:00+00,5600 BLOCK CHEW AVE,-75.16441843,40.04516029
2023,2023-07-03 00:00:00+00,1600 BLOCK S 5TH ST,-75.15376704,39.92848091
2023,2023-07-03 00:00:00+00,1600 BLOCK S 56TH ST,-75.22679556,39.93864551
2023,2023-07-03 00:00:00+00,1600 BLOCK S 56TH ST,-75.22679556,39.93864551
2023,2023-07-03 00:00:00+00,1600 BLOCK S 56TH ST,-75.22679556,39.93864551
2023,2023-07-03 00:00:00+00,1600 BLOCK S 56TH ST,-75.22679556,39.93864551
2023,2023-07-03 00:00:00+00,1600 BLOCK S 56TH ST,-75.22679556,39.93864551
2023,2023-07-03 00:00:00+00,1600 BLOCK S 56TH ST,-75.22679556,39.93864551
2023,2023-07-03 00:00:00+00,800 BLOCK W BRISTOL ST,-75.13979325,40.01727711
2023,2023-07-03 00:00:00+00,7300 BLOCK LONGSPUR PL,-75.23711697,39.90916473
2023,2023-07-04 00:00:00+00,0 BLOCK S 52ND ST,-75.22502546,39.95886859
2023,2023-07-05 00:00:00+00,400 BLOCK  E WYOMING AVE,-75.11812984,40.02073468
2023,2023-07-05 00:00:00+00,400 BLOCK E WYOMING AVE,-75.11812984,40.02073468
2023,2023-07-05 00:00:00+00,1800 BLOCK SIGEL ST,-75.17553378,39.92806931
2023,2023-07-05 00:00:00+00,1800 BLOCK E SOMERSET ST,-75.12189688,39.99076622
2023,2023-07-06 00:00:00+00,600 BLOCK W WESTMORLAND ST,-75.14047363,40.00162006
2023,2023-07-06 00:00:00+00,1300 BLOCK E ERIE AVE,-75.10284856,40.0055379
2023,2023-07-06 00:00:00+00,N 33RD & W CUMBERLAND ST,-75.18569866,39.99479932
2023,2023-07-06 00:00:00+00,5400 BLOCK RACE ST,-75.228294,39.96358637
2023,2023-07-06 00:00:00+00,2900 BLOCK W ARIZONA ST,-75.17968532,39.99210909
2023,2023-07-07 00:00:00+00,300 BLOCK W ERIE AVE,-75.13414593,40.00696454
2023,2023-07-07 00:00:00+00,2700 BLOCK MOORE ST,-75.19159945,39.93112893
2023,2023-07-07 00:00:00+00,6100 BLOCK LOCUST ST,-75.24429381,39.95816196
2023,2023-07-07 00:00:00+00,6100 BLOCK LOCUST ST,-75.24429381,39.95816196
2023,2023-07-08 00:00:00+00,2900 BLOCK N 5TH ST,-75.13955996,39.9953026
2023,2023-07-08 00:00:00+00,300 BLOCK N 52ND ST,-75.22509186,39.96613426
2023,2023-07-08 00:00:00+00,5200 BLOCK JEFFERSON ST,-75.22580361,39.97966921
2023,2023-07-09 00:00:00+00,2900 BLOCK FRANKFORD AVE,-75.11672818,39.99008913
2023,2023-07-09 00:00:00+00,3600 BLOCK LANCASTER AVE,-75.19409129,39.95872983
2023,2023-07-09 00:00:00+00,2200 BLOCK CECIL B MOORE AVE,-75.1709573,39.98037611
2023,2023-07-09 00:00:00+00,7700 BLOCK CASTOR AVE,-75.06015431,40.05767141
2023,2023-07-09 00:00:00+00,0 BLOCK N FELTON ST,-75.24580816,39.96364217
2023,2023-07-09 00:00:00+00,3400 BLOCK SUNNYSIDE AVE,-75.18775392,40.01283982
2023,2023-07-10 00:00:00+00,2700 BLOCK B ST,-75.12699834,39.99065062
2023,2023-07-10 00:00:00+00,1000 BLOCK BROWN ST,-75.15498466,39.96668736
2023,2023-07-10 00:00:00+00,600 BLOCK N 7TH ST,-75.14958551,39.96283495
2023,2023-07-10 00:00:00+00,B AND CLEARFIELD ST,-75.12573944,39.99646013
2023,2023-07-10 00:00:00+00,4300 BLOCK PALMETTO ST,-75.10720361,40.01318424
2023,2023-07-10 00:00:00+00,4300 BLOCK PALMETTO ST,-75.10720361,40.01318424
2023,2023-07-11 00:00:00+00,2900 BLOCK FRANKFORD AVE,-75.11660649,39.99023927
2023,2023-07-11 00:00:00+00,2900 BLOCK FRANKFORD AVE,-75.11660649,39.99023927
2023,2023-07-11 00:00:00+00,2700 BLOCK N HICKS ST,-75.15679692,39.99428331
2023,2023-07-12 00:00:00+00,2700 BLOCK A ST,-75.1288296,39.99160497
2023,2023-07-12 00:00:00+00,1100 BLOCK PORTER ST,-75.16680286,39.91885209
2023,2023-07-12 00:00:00+00,1300 BLOCK E DUVAL ST,-75.16725438,40.05864168
2023,2023-07-13 00:00:00+00,1500 BLOCK N 29TH ST,-75.18226727,39.97901169
2023,2023-07-13 00:00:00+00,5100 BLOCK MARKET ST,-75.22441725,39.95986721
2023,2023-07-14 00:00:00+00,200 BLOCK THORNWOOD PL,-74.98737822,40.09814941
2023,2023-07-14 00:00:00+00,0 BLOCK S 52ND ST,-75.22502546,39.95886859
2023,2023-07-14 00:00:00+00,5900 BLOCK N LAMBERT ST,-75.15506921,40.04554075
2023,2023-07-15 00:00:00+00,3300 BLOCK N MARSTON ST,-75.17268742,40.00720297
2023,2023-07-15 00:00:00+00,2000 BLOCK N 30TH ST,-75.18252334,39.98672143
2023,2023-07-15 00:00:00+00,1800 BLOCK E ONTARIO ST,-75.10870611,39.99899558
2023,2023-07-16 00:00:00+00,56TH & OSAGE AVE,-75.23438594,39.95399282
2023,2023-07-16 00:00:00+00,900 BLOCK W DAUPHIN ST,-75.14807633,39.98691144
2023,2023-07-17 00:00:00+00,100 BLOCK E HUNTING PARK AVE,-75.12559088,40.01389957
2023,2023-07-17 00:00:00+00,100 BLOCK E HUNTING PARK AVE,-75.12559088,40.01389957
2023,2023-07-17 00:00:00+00,3400 BLOCK N BROAD ST,-75.15192012,40.00539337
2023,2023-07-17 00:00:00+00,5100 BLOCK FUNSTON ST,-75.22411554,39.96585417
2023,2023-07-18 00:00:00+00,1900 BLOCK W SOMERSET ST,-75.16232642,39.99654726
2023,2023-07-18 00:00:00+00,400 BLOCK E WYOMING AVE,-75.11812984,40.02073468
2023,2023-07-18 00:00:00+00,400 BLOCK E WYOMING AVE,-75.11812984,40.02073468
2023,2023-07-18 00:00:00+00,400 BLOCK E WYOMING AVE,-75.11812984,40.02073468
2023,2023-07-18 00:00:00+00,400 BLOCK E WYOMING AVE,-75.11812984,40.02073468
2023,2023-07-18 00:00:00+00,400 BLOCK E WYOMING AVE,-75.11812984,40.02073468
2023,2023-07-18 00:00:00+00,2200 BLOCK GLENVIEW ST,-75.06224219,40.03961241
2023,2023-07-18 00:00:00+00,1900 BLOCK W SOMERSET ST,-75.16288887,39.99661965
2023,2023-07-18 00:00:00+00,2200 BLOCK W LEHIGH AVE,-75.16849243,39.99582041
2023,2023-07-18 00:00:00+00,2200 BLOCK W LEHIGH AVE,-75.16849243,39.99582041
2023,2023-07-18 00:00:00+00,2900 BLOCK RIDGE AVE,-75.18199275,39.98746438
2023,2023-07-19 00:00:00+00,0 BLOCK S 52ND ST,-75.22497331,39.95947595
2023,2023-07-19 00:00:00+00,0 BLOCK S 52ND ST,-75.22497331,39.95947595
2023,2023-07-19 00:00:00+00,7700 BLOCK LINDBERGH LVD APT#415,-75.24303012,39.9048293
2023,2023-07-19 00:00:00+00,5400 BLOCK SUMMER ST,-75.22936951,39.96445911
2023,2023-07-20 00:00:00+00,1500 BLOCK W NEDRO AVE,-75.14687351,40.04335436
2023,2023-07-20 00:00:00+00,5800 BLOCK N MASCHER ST,-75.12353355,40.03877667
2023,2023-07-20 00:00:00+00,5800 BLOCK N MASCHER ST,-75.12353355,40.03877667
2023,2023-07-20 00:00:00+00,5800 BLOCK N MASCHER ST,-75.12353355,40.03877667
2023,2023-07-20 00:00:00+00,1000 BLOCK RODMAN ST,-75.15860319,39.94321383
2023,2023-07-20 00:00:00+00,1300 BLOCK W GIRARD AVE,-75.15843225,39.97122346
2023,2023-07-20 00:00:00+00,700 BLOCK N 23RD ST,-75.17536083,39.96773558
2023,2023-07-21 00:00:00+00,1700 BLOCK CECIL B MOORE AVE,-75.16299394,39.97915735
2023,2023-07-21 00:00:00+00,1700 BLOCK CECIL B MOORE AVE,-75.16299394,39.97915735
2023,2023-07-21 00:00:00+00,5500 BLOCK LANSDOWNE AVE,-75.23338879,39.97664058
2023,2023-07-21 00:00:00+00,6300 BLOCK VINE ST,-75.24733036,39.96758645
2023,2023-07-21 00:00:00+00,1400 BLOCK BELFIELD AVE,-75.14826992,40.0229677
2023,2023-07-22 00:00:00+00,2300 BLOCK N 26TH ST,-75.17492383,39.99176612
2023,2023-07-22 00:00:00+00,3300 BLOCK REED ST,-75.19859798,39.93689904
2023,2023-07-22 00:00:00+00,3300 BLOCK REED ST,-75.19859798,39.93689904
2023,2023-07-22 00:00:00+00,3300 BLOCK REED ST,-75.19859798,39.93689904
2023,2023-07-22 00:00:00+00,4200 BLOCK PARRISH ST,-75.20784079,39.96795307
2023,2023-07-22 00:00:00+00,2500 BLOCK W BERKS ST,-75.17509191,39.98401941
2023,2023-07-22 00:00:00+00,500 BLOCK LINDLEY AVE,-75.13224015,40.02877597
2023,2023-07-22 00:00:00+00,3900 BLOCK N 9TH ST,-75.14214624,40.01211489
2023,2023-07-23 00:00:00+00,5300 BLOCK LINBERGH BLVD,-75.21545924,39.93363143
2023,2023-07-23 00:00:00+00,4200 BLOCK N 17TH ST,-75.15402332,40.01885982
2023,2023-07-23 00:00:00+00,2200 BLOCK W SOMERSET ST,-75.16751063,39.9972322
2023,2023-07-23 00:00:00+00,2200 BLOCK W SOMERSET ST,-75.16751063,39.9972322
2023,2023-07-24 00:00:00+00,6300 BLOCK REEDLAND ST,-75.22863359,39.92421912
2023,2023-07-24 00:00:00+00,500 BLOCK E LOUDON ST,-75.11399026,40.02180013
2023,2023-07-24 00:00:00+00,1200 BLOCK JACKSON ST,-75.16640207,39.9226491
2023,2023-07-24 00:00:00+00,1000 BLOCK S 4TH ST,-75.15066173,39.93504703
2023,2023-07-24 00:00:00+00,4600 BLOCK N 5TH ST,-75.13367918,40.02153613
2023,2023-07-25 00:00:00+00,3500 BLOCK N 18TH ST,-75.15817492,40.00753953
2023,2023-07-25 00:00:00+00,2900 BLOCK CUMBERLAND ST,-75.17927839,39.99396237
2023,2023-07-25 00:00:00+00,3300 BLOCK W GIRARD AVE,-75.18823106,39.97517243
2023,2023-07-25 00:00:00+00,1200 BLOCK N 27TH ST,-75.18041818,39.97436147
2023,2023-07-25 00:00:00+00,2600 BLOCK S 60TH ST,-75.22212972,39.92574053
2023,2023-07-26 00:00:00+00,5900 BLOCK FILBERT ST,-75.23907653,39.96258093
2023,2023-07-26 00:00:00+00,5900 BLOCK FILBERT ST,-75.23907653,39.96258093
2023,2023-07-26 00:00:00+00,3400 BLOCK N 20TH ST,-75.16165363,40.00628412
2023,2023-07-26 00:00:00+00,2100 BLOCK W TORONTO ST,-75.16528046,40.000838
2023,2023-07-26 00:00:00+00,900 BLOCK S 17TH ST,-75.17115541,39.94059142
2023,2023-07-26 00:00:00+00,6700 BLOCK LANSDOWNE AVE,-75.25434094,39.97461593
2023,2023-07-27 00:00:00+00,200 BLOCK HORTON ST,-75.2435686,39.96559714
2023,2023-07-27 00:00:00+00,0 BLOCK W ROCKLAND ST,-75.16283243,40.02669252
2023,2023-07-27 00:00:00+00,6100 BLOCK WALNUT ST,-75.24370858,39.95927536
2023,2023-07-27 00:00:00+00,5500 BLOCK MARKET ST,-75.23253762,39.96102051
2023,2023-07-28 00:00:00+00,800 BLOCK BRIDGE ST,-75.09335264,40.03307221
2023,2023-07-28 00:00:00+00,7500 BLOCK TORRESDALE AVE,-75.03022701,40.03240301
2023,2023-07-28 00:00:00+00,3700 BLOCK BROWN ST,-75.19693554,39.96805031
2023,2023-07-28 00:00:00+00,200 BLOCK E INDIANA AVE,-75.12691841,39.99523319
2023,2023-07-29 00:00:00+00,1300 BLOCK ARROTT ST,-75.08637833,40.01794902
2023,2023-07-29 00:00:00+00,2900 BLOCK W HARPER ST,-75.18438528,39.97423273
2023,2023-07-29 00:00:00+00,1800 BLOCK S 30TH ST,-75.19511154,39.93078877
2023,2023-07-29 00:00:00+00,800 BLOCK W TIOGA ST,-75.14306416,40.00490041
2023,2023-07-29 00:00:00+00,6300 BLOCK JACKSON ST,-75.05393034,40.02350187
2023,2023-07-29 00:00:00+00,6100 BLOCK MUSGRAVE ST,-75.17281999,40.04782786
2023,2023-07-29 00:00:00+00,51ST & HAVERFORD AV,-75.22195402,39.96425927
2023,2023-07-29 00:00:00+00,2100 BLOCK E ALLEGHENY AVE,-75.10941536,39.99185197
2023,2023-07-30 00:00:00+00,6000 BLOCK TORRESDALE AVE,-75.0591051,40.01783181
2023,2023-07-30 00:00:00+00,800 BLOCK W ONTARIO ST,-75.14279493,40.00346004
2023,2023-07-31 00:00:00+00,600 BLOCK FRANKLIN PL,-75.15030978,39.96269577
2023,2023-07-31 00:00:00+00,2500 BLOCK N REESE ST,-75.14149907,39.9894508
2023,2023-08-01 00:00:00+00,3600 BLOCK I ST,-75.10971589,40.00384903
2023,2023-08-01 00:00:00+00,5600 BLOCK N BROAD ST,-75.14477977,40.03921964
2023,2023-08-01 00:00:00+00,3500 BLOCK KENSINGTON AVE,-75.10620557,40.00052452
2023,2023-08-02 00:00:00+00,1900 BLOCK E WISHART ST,-75.11284773,39.9945721
2023,2023-08-03 00:00:00+00,5800 BLOCK RISING SUN AVE,-75.10332105,40.04350405
2023,2023-08-03 00:00:00+00,1900 BLOCK E ONTARIO ST,-75.10694268,39.99712619
2023,2023-08-03 00:00:00+00,1000 BLOCK SEYBERT MALL,-75.15350425,39.97365857
2023,2023-08-03 00:00:00+00,5900 BLOCK N 3RD ST,-75.12628268,40.04208606
2023,2023-08-03 00:00:00+00,5900 BLOCK N 3RD ST,-75.12628268,40.04208606
2023,2023-08-03 00:00:00+00,3300 BLOCK A ST,-75.12689578,40.00017108
2023,2023-08-03 00:00:00+00,5700 BLOCK STEWART ST,-75.23824464,39.97732522
2023,2023-08-04 00:00:00+00,1800 BLOCK N WOODSTOCK ST,-75.16783404,39.98238114
2023,2023-08-04 00:00:00+00,400 BLOCK W LEHIGH AVE,-75.1390279,39.99182725
2023,2023-08-04 00:00:00+00,5700 BLOCK FRANKFORD AVE,-75.0703426,40.02613139
2023,2023-08-04 00:00:00+00,9800 BLOCK ROOSEVELT BLVD,-75.02172937,40.08853267
2023,2023-08-04 00:00:00+00,1900 BLOCK E ALLEGHENY AVE,-75.11224678,39.99505601
2023,2023-08-04 00:00:00+00,1900 BLOCK E ALLEGHENY AVE,-75.11224678,39.99505601
2023,2023-08-04 00:00:00+00,5500 BLOCK BAYNTON ST,-75.16847809,40.03717063
2023,2023-08-05 00:00:00+00,4600 BLOCK C ST,-75.11869624,40.01930097
2023,2023-08-05 00:00:00+00,5900 BLOCK N 5TH ST,-75.12921753,40.04191216
2023,2023-08-05 00:00:00+00,5900 BLOCK N 5TH ST,-75.12921753,40.04191216
2023,2023-08-05 00:00:00+00,5500 BLOCK OLD YORK ROAD,-75.14463646,40.03694388
2023,2023-08-06 00:00:00+00,200 BLOCK W 65TH AVE,-75.12370744,40.04969257
2023,2023-08-06 00:00:00+00,200 BLOCK W 65TH AVE,-75.12370744,40.04969257
2023,2023-08-06 00:00:00+00,200 BLOCK W 65TH ST,-75.12370744,40.04969257
2023,2023-08-06 00:00:00+00,200 BLOCK W 65TH ST,-75.12370744,40.04969257
2023,2023-08-06 00:00:00+00,200 BLOCK W 65TH ST,-75.12370744,40.04969257
2023,2023-08-06 00:00:00+00,6600 BLOCK BUSTLETON AVE,-75.06717625,40.03898376
2023,2023-08-06 00:00:00+00,5500 BLOCK HEISKELL ST,-75.16902025,40.03718894
2023,2023-08-06 00:00:00+00,800 BLOCK E MADISON ST,-75.11515048,39.99757128
2023,2023-08-06 00:00:00+00,2000 BLOCK PLUM ST,-75.07880456,40.01106618
2023,2023-08-06 00:00:00+00,2000 BLOCK PLUM ST,-75.07880456,40.01106618
2023,2023-08-08 00:00:00+00,1600 BLOCK W CLEARFIELD ST,-75.15659985,40.00041233
2023,2023-08-08 00:00:00+00,5400 BLOCK HAVERFORD AVE,-75.22947653,39.96705637
2023,2023-08-08 00:00:00+00,4600 BLOCK DITMAN ST,-75.08001871,40.01153355
2023,2023-08-08 00:00:00+00,14000 BLOCK BUSTLETON AVE,-75.01273734,40.13116806
2023,2023-08-09 00:00:00+00,3400 BLOCK N WATER ST,-75.12707193,40.00287262
2023,2023-08-09 00:00:00+00,3400 BLOCK N WATER ST,-75.12707193,40.00287262
2023,2023-08-09 00:00:00+00,2000 BLOCK E CLEMENTINE STREET,-75.11165351,39.9912562
